network,x,y,coverage,flip_rate,rep,status,n_k,k_g0,n_wrong_claims,separation,separation_status,component_size,z_size,g0_undirected,r_hop,hop_method,r_claim,r_claim_status,r_id,r_id_status,phi_1,subsets_closed,z_valid_at_truth,bucket_B0_always,bucket_B1_component,bucket_B2_free_rule,bucket_B3_min_s_kg0,bucket_B4_kg0,bucket_B5_k,bucket_B6_hop,bucket_B7_claim,cert_B0_always,cert_B1_component,cert_B2_free_rule,cert_B3_min_s_kg0,cert_B4_kg0,cert_B5_k,cert_B6_hop,cert_B7_claim
insurance,SocioEcon,VehicleYear,1.0,0.1,4,ok,3,18,0,1,measured,11,1,0,1,local_up_fast,1,exact,1,exact,0.6667,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,18,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.25,0,ok,3,13,1,1,measured,11,1,5,1,local_up_fast,1,exact,1,exact,0.6667,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,13,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.25,1,ok,3,13,1,1,measured,11,1,5,1,local_up_fast,1,exact,1,exact,0.6667,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,13,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.25,2,ok,3,13,1,1,measured,11,1,5,1,local_up_fast,1,exact,1,exact,0.6667,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,13,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.25,3,ok,3,13,1,1,measured,11,1,5,1,local_up_fast,1,exact,1,exact,0.6667,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,13,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.25,4,ok,3,17,1,1,measured,11,1,1,1,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,slack,slack,held,held,slack,slack,inf,11,1,1,17,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.5,0,ok,3,18,2,1,measured,11,1,0,1,local_up_fast,1,exact,1,exact,0.6667,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,18,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.5,1,ok,3,18,2,1,measured,11,1,0,1,local_up_fast,1,exact,1,exact,0.6667,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,18,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.5,3,ok,3,18,2,1,measured,11,1,0,1,local_up_fast,1,exact,1,exact,0.6667,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,18,3,1,1
insurance,SocioEcon,VehicleYear,1.0,0.5,4,ok,3,18,2,1,measured,11,1,0,1,local_up_fast,1,exact,1,exact,0.6667,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,18,3,1,1
insurance,SocioEcon,VehicleYear,0.5,0.0,0,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.1,0,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.1,1,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.1,2,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.1,3,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.1,4,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.25,0,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.25,1,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.25,2,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.25,3,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.25,4,ok,2,16,0,1,measured,11,1,2,1,local_up_fast,1,exact,1,exact,1.0,1,1,held,held,held,held,held,held,held,held,inf,11,1,1,16,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.5,0,ok,2,13,1,1,measured,11,1,5,1,local_up_fast,1,exact,1,exact,1.0,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,13,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.5,1,ok,2,13,1,1,measured,11,1,5,1,local_up_fast,1,exact,1,exact,1.0,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,13,2,1,1
insurance,SocioEcon,VehicleYear,0.5,0.5,2,ok,2,13,1,1,measured,11,1,5,1,local_up_fast,1,exact,1,exact,1.0,1,0,dangerous,dangerous,safe,safe,dangerous,dangerous,safe,safe,inf,11,1,1,13,2,1,1
insurance,VehicleYear,Accident,1.0,0.0,0,ok,3,18,0,2,measured,11,3,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Accident,1.0,0.1,0,ok,3,18,0,2,measured,11,3,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Accident,1.0,0.1,1,ok,3,18,0,2,measured,11,3,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Accident,1.0,0.1,2,ok,3,18,0,2,measured,11,3,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Accident,1.0,0.1,3,ok,3,18,0,2,measured,11,3,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Accident,1.0,0.1,4,ok,3,18,0,2,measured,11,3,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Accident,1.0,0.25,0,ok,3,13,1,2,measured,11,3,5,2,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,3,2,1
insurance,VehicleYear,Accident,1.0,0.25,1,ok,3,13,1,2,measured,11,3,5,2,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,3,2,1
insurance,VehicleYear,Accident,1.0,0.5,0,knowledge_inconsistent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insurance,VehicleYear,Accident,1.0,0.5,1,ok,3,18,2,2,measured,11,3,0,4,e1_ladder,1,exact,1,exact,0.3333,2,1,held,held,slack,slack,held,held,held,slack,inf,11,2,2,18,3,4,1
insurance,VehicleYear,Accident,1.0,0.5,3,ok,3,18,2,2,measured,11,3,0,4,e1_ladder,1,exact,1,exact,0.3333,2,1,held,held,slack,slack,held,held,held,slack,inf,11,2,2,18,3,4,1
insurance,VehicleYear,Accident,1.0,0.5,4,knowledge_inconsistent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insurance,VehicleYear,Accident,0.5,0.0,0,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.1,0,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.1,1,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.1,2,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.1,3,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.1,4,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.25,0,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.25,1,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.25,2,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.25,3,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.25,4,ok,2,16,0,2,measured,11,3,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Accident,0.5,0.5,0,ok,2,13,1,2,measured,11,3,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Accident,0.5,0.5,2,ok,2,13,1,2,measured,11,3,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Accident,0.5,0.5,4,ok,2,13,1,2,measured,11,3,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Airbag,1.0,0.0,0,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Airbag,1.0,0.1,0,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Airbag,1.0,0.1,1,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Airbag,1.0,0.1,2,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Airbag,1.0,0.1,3,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Airbag,1.0,0.1,4,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Airbag,1.0,0.25,0,ok,3,17,1,2,measured,11,1,1,4,e1_ladder,2,exact,2,exact,0.0,4,1,held,held,held,held,held,held,held,held,inf,11,2,2,17,3,4,2
insurance,VehicleYear,Airbag,1.0,0.25,2,ok,3,17,1,2,measured,11,1,1,4,e1_ladder,2,exact,2,exact,0.0,4,1,held,held,held,held,held,held,held,held,inf,11,2,2,17,3,4,2
insurance,VehicleYear,Airbag,1.0,0.25,3,ok,3,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,3,2,1
insurance,VehicleYear,Airbag,1.0,0.5,0,knowledge_inconsistent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insurance,VehicleYear,Airbag,1.0,0.5,1,knowledge_inconsistent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insurance,VehicleYear,Airbag,1.0,0.5,3,knowledge_inconsistent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insurance,VehicleYear,Airbag,0.5,0.0,0,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.1,0,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.1,1,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.1,2,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.1,3,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.1,4,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.25,0,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.25,1,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.25,2,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.25,3,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.25,4,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Airbag,0.5,0.5,1,ok,2,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Airbag,0.5,0.5,2,ok,2,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Airbag,0.5,0.5,4,ok,2,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Antilock,1.0,0.0,0,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Antilock,1.0,0.1,0,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Antilock,1.0,0.1,1,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Antilock,1.0,0.1,2,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Antilock,1.0,0.1,3,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Antilock,1.0,0.1,4,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Antilock,1.0,0.25,0,ok,3,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,3,2,1
insurance,VehicleYear,Antilock,1.0,0.25,1,ok,3,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,3,2,1
insurance,VehicleYear,Antilock,1.0,0.25,2,ok,3,17,1,2,measured,11,1,1,4,e1_ladder,2,exact,2,exact,0.0,4,1,held,held,held,held,held,held,held,held,inf,11,2,2,17,3,4,2
insurance,VehicleYear,Antilock,1.0,0.25,3,ok,3,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,3,2,1
insurance,VehicleYear,Antilock,1.0,0.5,2,ok,3,18,2,2,measured,11,1,0,4,e1_ladder,1,exact,1,exact,0.3333,2,1,held,held,slack,slack,held,held,held,slack,inf,11,2,2,18,3,4,1
insurance,VehicleYear,Antilock,1.0,0.5,4,knowledge_inconsistent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
insurance,VehicleYear,Antilock,0.5,0.0,0,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.1,0,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.1,1,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.1,2,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.1,3,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.1,4,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.25,0,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.25,1,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.25,2,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.25,3,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.25,4,ok,2,16,0,2,measured,11,1,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,Antilock,0.5,0.5,0,ok,2,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Antilock,0.5,0.5,3,ok,2,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Antilock,0.5,0.5,4,ok,2,13,1,2,measured,11,1,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,CarValue,1.0,0.0,0,ok,3,18,0,2,measured,11,2,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,CarValue,1.0,0.1,0,ok,3,18,0,2,measured,11,2,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,CarValue,1.0,0.1,1,ok,3,18,0,2,measured,11,2,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,CarValue,1.0,0.1,2,ok,3,18,0,2,measured,11,2,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,CarValue,1.0,0.1,3,ok,3,18,0,2,measured,11,2,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,CarValue,1.0,0.1,4,ok,3,18,0,2,measured,11,2,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,CarValue,1.0,0.25,0,ok,3,17,1,2,measured,11,2,1,4,e1_ladder,2,exact,2,exact,0.0,4,1,held,held,held,held,held,held,held,held,inf,11,2,2,17,3,4,2
insurance,VehicleYear,CarValue,1.0,0.25,2,ok,3,13,1,2,measured,11,2,5,2,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,3,2,1
insurance,VehicleYear,CarValue,1.0,0.25,3,ok,3,13,1,2,measured,11,2,5,2,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,3,2,1
insurance,VehicleYear,CarValue,1.0,0.5,0,ok,3,18,2,2,measured,11,2,0,4,e1_ladder,1,exact,1,exact,0.3333,2,1,held,held,slack,slack,held,held,held,slack,inf,11,2,2,18,3,4,1
insurance,VehicleYear,CarValue,1.0,0.5,2,ok,3,18,2,2,measured,11,2,0,4,e1_ladder,1,exact,1,exact,0.3333,2,1,held,held,slack,slack,held,held,held,slack,inf,11,2,2,18,3,4,1
insurance,VehicleYear,CarValue,0.5,0.0,0,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.1,0,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.1,1,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.1,2,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.1,3,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.1,4,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.25,0,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.25,1,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.25,2,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.25,3,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.25,4,ok,2,16,0,2,measured,11,2,2,3,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,16,2,3,1
insurance,VehicleYear,CarValue,0.5,0.5,0,ok,2,13,1,2,measured,11,2,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,CarValue,0.5,0.5,3,ok,2,13,1,2,measured,11,2,5,2,local_up_fast,1,exact,1,exact,0.5,1,1,held,held,held,held,held,held,held,slack,inf,11,2,2,13,2,2,1
insurance,VehicleYear,Cushioning,1.0,0.0,0,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
insurance,VehicleYear,Cushioning,1.0,0.1,0,ok,3,18,0,2,measured,11,1,0,3,local_up_fast,1,exact,1,exact,0.3333,1,1,held,held,held,held,held,held,held,held,inf,11,2,2,18,3,3,1
